Ingredient,Quantity,Unit,Category,Recipe,Recipe Category,Recipe Difficulty,Calories,Carbohydrates,Proteins,Fats,Vitamins,Minerals,Dietary Preferences,Dietary Restrictions,Health Goals,Rating,Comments,Ingredient Substitutions,Serving Size,Prep Time (mins),Cook Time (mins)
Lettuce,81,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,496,32,12,7,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,2,60,66
Potato,148,cups,Grains,Mashed Potatoes,Side Dish,Medium,226,46,25,43,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,3,58,71
Carrot,82,pieces,Vegetables,Carrot Soup,Soup,Medium,400,26,34,31,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,3,15,28
Onion,103,slices,Vegetables,Onion Rings,Snack,Medium,352,9,16,28,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,1,46,25
Chicken,180,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,211,15,10,15,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,2,17,42
Broccoli,126,ounces,Vegetables,Broccoli Salad,Lunch,Medium,172,20,9,21,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,4,53,88
Rice,115,cups,Grains,Tomato Soup,Soup,Medium,158,17,19,45,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,2,21,101
Tomato,134,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,353,20,34,26,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,2,32,10
Spinach,175,slices,Dairy,Rice Pilaf,Snack,Hard,477,17,38,17,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,1,11,99
Beef,78,grams,Proteins,Beef Stir-Fry,Dinner,Medium,103,44,41,45,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,1,28,50
Lettuce,197,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,444,5,20,22,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,4,23,91
Potato,159,cups,Grains,Mashed Potatoes,Side Dish,Medium,369,49,15,33,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,1,32,65
Carrot,88,pieces,Vegetables,Carrot Soup,Soup,Medium,191,16,46,23,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,4,43,38
Onion,174,slices,Vegetables,Onion Rings,Snack,Medium,101,6,5,32,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,3,19,53
Chicken,188,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,143,8,32,44,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,4,22,16
Broccoli,184,ounces,Vegetables,Broccoli Salad,Lunch,Medium,321,28,36,28,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,4,58,44
Rice,90,cups,Grains,Tomato Soup,Soup,Medium,381,30,37,13,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,1,51,68
Tomato,75,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,211,39,33,14,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,3,25,73
Spinach,103,slices,Dairy,Rice Pilaf,Snack,Hard,297,10,31,23,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,3,34,96
Beef,117,grams,Proteins,Beef Stir-Fry,Dinner,Medium,451,40,48,42,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,3,20,19
Lettuce,166,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,415,26,34,14,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,3,50,21
Potato,124,cups,Grains,Mashed Potatoes,Side Dish,Medium,334,49,35,19,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,1,25,15
Carrot,58,pieces,Vegetables,Carrot Soup,Soup,Medium,252,11,22,31,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,2,10,88
Onion,149,slices,Vegetables,Onion Rings,Snack,Medium,367,33,23,18,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,3,5,70
Chicken,88,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,152,19,19,10,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,2,28,58
Broccoli,111,ounces,Vegetables,Broccoli Salad,Lunch,Medium,278,21,6,11,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,3,29,29
Rice,63,cups,Grains,Tomato Soup,Soup,Medium,275,50,34,15,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,1,38,113
Tomato,132,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,330,44,21,13,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,2,13,115
Spinach,120,slices,Dairy,Rice Pilaf,Snack,Hard,440,36,44,46,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,2,27,29
Beef,113,grams,Proteins,Beef Stir-Fry,Dinner,Medium,107,12,29,6,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,1,53,31
Lettuce,199,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,469,17,46,8,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,4,49,64
Potato,110,cups,Grains,Mashed Potatoes,Side Dish,Medium,266,20,44,36,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,3,43,11
Carrot,169,pieces,Vegetables,Carrot Soup,Soup,Medium,249,16,48,39,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,3,20,24
Onion,150,slices,Vegetables,Onion Rings,Snack,Medium,329,35,35,18,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,4,8,103
Chicken,74,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,285,15,42,5,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,3,41,11
Broccoli,200,ounces,Vegetables,Broccoli Salad,Lunch,Medium,117,28,6,28,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,3,18,11
Rice,64,cups,Grains,Tomato Soup,Soup,Medium,271,30,31,44,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,3,21,24
Tomato,93,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,185,20,13,28,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,4,21,116
Spinach,114,slices,Dairy,Rice Pilaf,Snack,Hard,237,28,12,24,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,4,21,57
Beef,101,grams,Proteins,Beef Stir-Fry,Dinner,Medium,354,17,11,45,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,4,59,66
Lettuce,122,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,203,40,21,25,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,1,15,60
Potato,175,cups,Grains,Mashed Potatoes,Side Dish,Medium,304,14,45,28,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,4,5,40
Carrot,120,pieces,Vegetables,Carrot Soup,Soup,Medium,362,47,11,31,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,3,39,45
Onion,132,slices,Vegetables,Onion Rings,Snack,Medium,392,47,50,41,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,2,33,58
Chicken,198,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,193,5,31,14,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,4,20,69
Broccoli,111,ounces,Vegetables,Broccoli Salad,Lunch,Medium,211,49,21,10,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,3,55,83
Rice,103,cups,Grains,Tomato Soup,Soup,Medium,308,31,20,39,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,1,35,39
Tomato,185,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,111,9,44,5,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,3,18,13
Spinach,87,slices,Dairy,Rice Pilaf,Snack,Hard,489,9,31,16,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,1,37,24
Beef,183,grams,Proteins,Beef Stir-Fry,Dinner,Medium,148,38,5,14,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,3,25,32
Lettuce,84,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,341,41,38,7,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,1,37,54
Potato,176,cups,Grains,Mashed Potatoes,Side Dish,Medium,319,43,9,43,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,3,59,68
Carrot,125,pieces,Vegetables,Carrot Soup,Soup,Medium,182,32,19,39,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,4,60,102
Onion,170,slices,Vegetables,Onion Rings,Snack,Medium,337,33,21,20,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,1,37,59
Chicken,137,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,269,47,45,26,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,2,22,19
Broccoli,78,ounces,Vegetables,Broccoli Salad,Lunch,Medium,477,36,15,34,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,1,49,83
Rice,69,cups,Grains,Tomato Soup,Soup,Medium,160,6,26,20,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,2,14,11
Tomato,189,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,226,6,48,40,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,2,44,71
Spinach,155,slices,Dairy,Rice Pilaf,Snack,Hard,371,9,25,19,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,1,19,100
Beef,177,grams,Proteins,Beef Stir-Fry,Dinner,Medium,218,46,34,49,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,1,60,45
Lettuce,120,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,329,31,31,19,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,3,31,74
Potato,77,cups,Grains,Mashed Potatoes,Side Dish,Medium,306,37,38,38,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,4,10,54
Carrot,51,pieces,Vegetables,Carrot Soup,Soup,Medium,230,39,31,34,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,3,60,31
Onion,90,slices,Vegetables,Onion Rings,Snack,Medium,406,7,36,22,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,1,46,83
Chicken,128,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,189,40,47,39,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,3,13,49
Broccoli,73,ounces,Vegetables,Broccoli Salad,Lunch,Medium,432,28,46,22,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,4,49,32
Rice,122,cups,Grains,Tomato Soup,Soup,Medium,294,41,5,12,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,1,26,64
Tomato,200,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,281,42,22,15,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,4,52,68
Spinach,146,slices,Dairy,Rice Pilaf,Snack,Hard,258,26,5,40,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,1,37,70
Beef,115,grams,Proteins,Beef Stir-Fry,Dinner,Medium,118,35,36,15,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,1,43,92
Lettuce,103,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,475,26,46,16,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,4,32,119
Potato,95,cups,Grains,Mashed Potatoes,Side Dish,Medium,356,35,28,50,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,2,10,58
Carrot,194,pieces,Vegetables,Carrot Soup,Soup,Medium,118,7,43,17,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,2,7,47
Onion,121,slices,Vegetables,Onion Rings,Snack,Medium,485,34,40,14,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,2,30,10
Chicken,105,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,255,16,5,43,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,1,40,115
Broccoli,59,ounces,Vegetables,Broccoli Salad,Lunch,Medium,377,16,18,37,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,4,25,96
Rice,134,cups,Grains,Tomato Soup,Soup,Medium,458,30,9,43,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,4,34,46
Tomato,126,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,454,34,40,5,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,2,40,49
Spinach,188,slices,Dairy,Rice Pilaf,Snack,Hard,173,30,16,42,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,3,18,39
Beef,102,grams,Proteins,Beef Stir-Fry,Dinner,Medium,154,40,26,35,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,3,30,40
Lettuce,130,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,460,7,36,46,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,4,58,16
Potato,178,cups,Grains,Mashed Potatoes,Side Dish,Medium,179,42,22,8,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,4,10,103
Carrot,120,pieces,Vegetables,Carrot Soup,Soup,Medium,251,38,20,28,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,4,10,53
Onion,195,slices,Vegetables,Onion Rings,Snack,Medium,193,31,49,39,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,2,32,25
Chicken,85,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,433,49,31,18,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,3,43,11
Broccoli,119,ounces,Vegetables,Broccoli Salad,Lunch,Medium,117,37,21,26,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,4,27,63
Rice,127,cups,Grains,Tomato Soup,Soup,Medium,118,49,48,37,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,2,9,66
Tomato,114,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,183,47,50,26,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,1,17,43
Spinach,154,slices,Dairy,Rice Pilaf,Snack,Hard,277,26,46,42,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,2,19,90
Beef,67,grams,Proteins,Beef Stir-Fry,Dinner,Medium,466,38,12,10,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,3,26,58
Lettuce,194,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,296,41,17,46,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,3,55,76
Potato,145,cups,Grains,Mashed Potatoes,Side Dish,Medium,188,16,49,14,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,1,30,109
Carrot,109,pieces,Vegetables,Carrot Soup,Soup,Medium,265,17,23,32,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,3,29,41
Onion,116,slices,Vegetables,Onion Rings,Snack,Medium,219,25,40,16,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,4,20,76
Chicken,62,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,115,25,13,30,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,3,48,106
Broccoli,56,ounces,Vegetables,Broccoli Salad,Lunch,Medium,488,25,48,24,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,3,34,56
Rice,139,cups,Grains,Tomato Soup,Soup,Medium,476,48,37,22,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,3,50,52
Tomato,58,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,431,25,50,16,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,4,56,37
Spinach,69,slices,Dairy,Rice Pilaf,Snack,Hard,138,39,17,9,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,2,11,111
Beef,93,grams,Proteins,Beef Stir-Fry,Dinner,Medium,271,28,29,25,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,3,10,101
Lettuce,174,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,360,46,45,49,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,4,56,73
Potato,175,cups,Grains,Mashed Potatoes,Side Dish,Medium,247,14,19,28,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,1,59,81
Carrot,193,pieces,Vegetables,Carrot Soup,Soup,Medium,317,50,14,22,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,2,20,47
Onion,51,slices,Vegetables,Onion Rings,Snack,Medium,403,19,49,44,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,4,56,100
Chicken,58,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,493,29,21,15,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,1,9,97
Broccoli,122,ounces,Vegetables,Broccoli Salad,Lunch,Medium,295,14,28,22,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,3,19,59
Rice,112,cups,Grains,Tomato Soup,Soup,Medium,495,28,14,41,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,2,20,41
Tomato,84,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,236,43,37,6,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,2,25,43
Spinach,192,slices,Dairy,Rice Pilaf,Snack,Hard,172,36,42,17,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,1,46,64
Beef,152,grams,Proteins,Beef Stir-Fry,Dinner,Medium,146,25,10,7,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,1,47,117
Lettuce,149,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,291,35,43,22,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,2,57,55
Potato,132,cups,Grains,Mashed Potatoes,Side Dish,Medium,219,45,21,43,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,2,52,70
Carrot,51,pieces,Vegetables,Carrot Soup,Soup,Medium,368,34,48,6,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,2,15,70
Onion,137,slices,Vegetables,Onion Rings,Snack,Medium,114,12,15,5,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,1,38,74
Chicken,184,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,298,13,8,21,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,2,33,16
Broccoli,64,ounces,Vegetables,Broccoli Salad,Lunch,Medium,286,24,35,7,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,1,53,41
Rice,66,cups,Grains,Tomato Soup,Soup,Medium,270,6,30,32,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,4,49,58
Tomato,188,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,278,36,27,18,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,2,15,73
Spinach,88,slices,Dairy,Rice Pilaf,Snack,Hard,416,19,49,50,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,3,53,67
Beef,78,grams,Proteins,Beef Stir-Fry,Dinner,Medium,385,25,37,39,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,1,12,91
Lettuce,183,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,396,41,40,13,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,3,31,17
Potato,104,cups,Grains,Mashed Potatoes,Side Dish,Medium,344,13,12,48,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,1,34,10
Carrot,174,pieces,Vegetables,Carrot Soup,Soup,Medium,128,7,34,14,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,3,35,27
Onion,101,slices,Vegetables,Onion Rings,Snack,Medium,477,36,10,35,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,2,33,103
Chicken,102,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,494,28,48,34,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,2,40,41
Broccoli,186,ounces,Vegetables,Broccoli Salad,Lunch,Medium,243,33,40,29,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,1,15,106
Rice,197,cups,Grains,Tomato Soup,Soup,Medium,198,19,50,10,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,3,5,112
Tomato,69,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,255,40,46,8,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,1,22,84
Spinach,102,slices,Dairy,Rice Pilaf,Snack,Hard,117,6,8,36,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,3,35,89
Beef,196,grams,Proteins,Beef Stir-Fry,Dinner,Medium,229,7,19,6,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,3,8,96
Lettuce,111,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,386,40,12,44,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,2,31,32
Potato,157,cups,Grains,Mashed Potatoes,Side Dish,Medium,110,42,50,28,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,3,15,14
Carrot,65,pieces,Vegetables,Carrot Soup,Soup,Medium,173,23,15,31,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,4,28,111
Onion,134,slices,Vegetables,Onion Rings,Snack,Medium,298,46,24,18,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,2,21,65
Chicken,70,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,418,6,24,36,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,3,39,104
Broccoli,121,ounces,Vegetables,Broccoli Salad,Lunch,Medium,275,31,8,34,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,4,51,109
Rice,54,cups,Grains,Tomato Soup,Soup,Medium,234,11,41,45,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,1,55,54
Tomato,176,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,143,13,25,33,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,1,60,79
Spinach,121,slices,Dairy,Rice Pilaf,Snack,Hard,325,21,43,6,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,1,45,91
Beef,74,grams,Proteins,Beef Stir-Fry,Dinner,Medium,428,41,23,45,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,4,52,56
Lettuce,183,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,451,11,48,18,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,4,53,19
Potato,138,cups,Grains,Mashed Potatoes,Side Dish,Medium,274,40,42,9,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,3,28,59
Carrot,163,pieces,Vegetables,Carrot Soup,Soup,Medium,177,38,41,12,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,2,19,119
Onion,51,slices,Vegetables,Onion Rings,Snack,Medium,225,19,34,35,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,3,42,50
